"champ";"statut";"annee";"periode";"date du resultat";"ipe";lib;nb;mnt;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/30 14:40:15";="620101360";Dont séjours sans nuitée;4504;3797363.3916;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:40:15";="620101360";Dont séjours séances;2299;1054733.911;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:56:42";="590781662";Séjours valorisés;5485;10126865.73;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:42";="590781662";Dont séjours en hospitalisation complète;2466;8657025.6873;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:42";="590781662";Dont séjours sans nuitée;596;573841.47598;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:42";="590781662";Dont séjours séances;2423;895998.56705;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 15:05:31";="590781621";Séjours valorisés;4244;6321423.4031;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:05:31";="590781621";Dont séjours en hospitalisation complète;1963;5272600.6431;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:05:31";="590781621";Dont séjours sans nuitée;2256;1038214.2764;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:05:31";="590781621";Dont séjours séances;25;10608.483522;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:20:10";="590052056";Séjours valorisés;9815;12779392.431;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:20:10";="590052056";Dont séjours en hospitalisation complète;2323;6540362.8143;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:20:10";="590052056";Dont séjours sans nuitée;5523;5401736.5769;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:20:10";="590052056";Dont séjours séances;1969;837293.03992;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 16:35:34";="590781795";Séjours valorisés;863;3189710.0532;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:35:34";="590781795";Dont séjours en hospitalisation complète;605;3057259.3798;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:35:34";="590781795";Dont séjours sans nuitée;258;132450.67346;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:35:34";="590781795";Dont séjours séances;0;0;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:35";="620100677";Séjours valorisés;3231;5308171.1534;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:35";="620100677";Dont séjours en hospitalisation complète;657;3804717.6455;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:35";="620100677";Dont séjours sans nuitée;2574;1503453.5079;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:35";="620100677";Dont séjours séances;0;0;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 10:38:42";="590781415";Séjours valorisés;32754;62433827.383;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:42";="590781415";Dont séjours en hospitalisation complète;13991;50624000.595;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:42";="590781415";Dont séjours sans nuitée;6744;6979645.0952;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:42";="590781415";Dont séjours séances;12019;4830181.6931;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:39:46";="620103440";Séjours valorisés;46095;64742182.66;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:46";="620103440";Dont séjours en hospitalisation complète;12959;47125652.484;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:46";="620103440";Dont séjours sans nuitée;8360;7841794.3126;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:46";="620103440";Dont séjours séances;24776;9774735.8636;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 11:14:32";="800000085";Séjours valorisés;1490;3950607.9522;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:14:32";="800000085";Dont séjours en hospitalisation complète;1034;3752149.0848;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:14:32";="800000085";Dont séjours sans nuitée;280;112690.68166;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:14:32";="800000085";Dont séjours séances;176;85768.185676;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:51:22";="590780193";Séjours valorisés;127305;313541279.77;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:22";="590780193";Dont séjours en hospitalisation complète;49661;259536261.67;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:22";="590780193";Dont séjours sans nuitée;44688;39577294.593;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:22";="590780193";Dont séjours séances;32956;14374988.373;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 12:26:20";="020004404";Séjours valorisés;8904;21307370.223;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:20";="020004404";Dont séjours en hospitalisation complète;4768;17458014.648;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:20";="020004404";Dont séjours sans nuitée;3575;3608395.4177;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:20";="020004404";Dont séjours séances;561;240960.15677;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 14:26:34";="590781605";Séjours valorisés;18135;34928137.652;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:34";="590781605";Dont séjours en hospitalisation complète;7269;27668199.028;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:34";="590781605";Dont séjours sans nuitée;4681;4889099.6156;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:34";="590781605";Dont séjours séances;6185;2370839.009;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:29:46";="590781811";Séjours valorisés;135;629448.90879;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:46";="590781811";Dont séjours en hospitalisation complète;134;628890.16663;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:46";="590781811";Dont séjours sans nuitée;1;558.742158;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:46";="590781811";Dont séjours séances;0;0;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:34:31";="800000093";Séjours valorisés;2979;6403196.1545;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:34:31";="800000093";Dont séjours en hospitalisation complète;1994;5541222.8092;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:34:31";="800000093";Dont séjours sans nuitée;810;775600.82703;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:34:31";="800000093";Dont séjours séances;175;86372.51828;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:54:01";="600100713";Séjours valorisés;34386;53444244.148;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:01";="600100713";Dont séjours en hospitalisation complète;11453;42683469.924;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:01";="600100713";Dont séjours sans nuitée;3410;4039758.8112;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:01";="600100713";Dont séjours séances;19523;6721015.4122;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 15:00:13";="020000048";Séjours valorisés;396;2395032.8105;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:00:13";="020000048";Dont séjours en hospitalisation complète;390;2390928.6125;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:00:13";="020000048";Dont séjours sans nuitée;6;4104.197994;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:00:13";="020000048";Dont séjours séances;0;0;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:44:26";="590782215";Séjours valorisés;67276;136919994.85;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:26";="590782215";Dont séjours en hospitalisation complète;26110;110299459.15;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:26";="590782215";Dont séjours sans nuitée;15330;16506798.863;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:26";="590782215";Dont séjours séances;25836;10113736.83;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 16:59:58";="620100685";Séjours valorisés;38766;77702516.468;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:58";="620100685";Dont séjours en hospitalisation complète;15646;60896151.517;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:58";="620100685";Dont séjours sans nuitée;10669;11828566.463;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:58";="620100685";Dont séjours séances;12451;4968115.4582;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 18:54:26";="800000069";Séjours valorisés;3330;5253784.2194;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:54:26";="800000069";Dont séjours en hospitalisation complète;1254;4099508.8401;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:54:26";="800000069";Dont séjours sans nuitée;1252;795578.44787;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:54:26";="800000069";Dont séjours séances;824;358696.93145;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/09/01 08:07:18";="020000071";Séjours valorisés;223;1446981.529;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:07:18";="020000071";Dont séjours en hospitalisation complète;218;1443684.1838;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:07:18";="020000071";Dont séjours sans nuitée;5;3297.345262;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:07:18";="020000071";Dont séjours séances;0;0;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 09:19:40";="600100721";Séjours valorisés;20445;54609249.666;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:40";="600100721";Dont séjours en hospitalisation complète;12357;48777524.102;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:40";="600100721";Dont séjours sans nuitée;3276;3711396.3798;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:40";="600100721";Dont séjours séances;4812;2120329.1838;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 12:16:36";="620100057";Séjours valorisés;27643;47204554.217;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:36";="620100057";Dont séjours en hospitalisation complète;10682;36703783.777;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:36";="620100057";Dont séjours sans nuitée;6224;6131335.349;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:36";="620100057";Dont séjours séances;10737;4369435.0904;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:23:14";="600101984";Séjours valorisés;31410;55282191.745;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:14";="600101984";Dont séjours en hospitalisation complète;11848;44235196.423;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:14";="600101984";Dont séjours sans nuitée;5014;5326365.7188;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:14";="600101984";Dont séjours séances;14548;5720629.6035;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 13:08:44";="800000028";Séjours valorisés;15535;36593065.643;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:44";="800000028";Dont séjours en hospitalisation complète;9037;32118044.659;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:44";="800000028";Dont séjours sans nuitée;3336;3054911.3711;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:44";="800000028";Dont séjours séances;3162;1420109.6121;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 14:03:41";="590783239";Séjours valorisés;26854;48308903.574;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:41";="590783239";Dont séjours en hospitalisation complète;11699;39415464.941;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:41";="590783239";Dont séjours sans nuitée;4918;5040566.2141;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:41";="590783239";Dont séjours séances;10237;3852872.419;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 16:13:40";="590785374";Séjours valorisés;4602;5917756.8768;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:13:40";="590785374";Dont séjours en hospitalisation complète;2088;4657395.6316;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:13:40";="590785374";Dont séjours sans nuitée;729;491156.35122;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:13:40";="590785374";Dont séjours séances;1785;769204.89402;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:56:53";="020000063";Séjours valorisés;44465;72067512.699;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:53";="020000063";Dont séjours en hospitalisation complète;13675;51541392.767;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:53";="020000063";Dont séjours sans nuitée;7486;9283846.2288;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:53";="020000063";Dont séjours séances;23304;11242273.703;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 18:28:03";="590000188";Séjours valorisés;48640;41134655.733;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:03";="590000188";Dont séjours en hospitalisation complète;3023;14566777.017;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:03";="590000188";Dont séjours sans nuitée;3947;5105667.961;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:03";="590000188";Dont séjours séances;41670;21462210.755;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/04 15:55:12";="620103432";Séjours valorisés;11642;23576401.002;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:12";="620103432";Dont séjours en hospitalisation complète;6522;19584978.297;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:12";="620103432";Dont séjours sans nuitée;3351;3210330.2182;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:12";="620103432";Dont séjours séances;1769;781092.48697;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/05 09:24:36";="590782637";Séjours valorisés;12157;26144704.369;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:36";="590782637";Dont séjours en hospitalisation complète;6214;21129571.431;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:36";="590782637";Dont séjours sans nuitée;4961;4575853.4648;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:36";="590782637";Dont séjours séances;982;439279.47261;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 12:10:38";="590781803";Séjours valorisés;12357;33477533.869;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:38";="590781803";Dont séjours en hospitalisation complète;7712;29576499.472;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:38";="590781803";Dont séjours sans nuitée;3924;3579365.3189;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:38";="590781803";Dont séjours séances;721;321669.07796;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 17:41:48";="590780227";Séjours valorisés;14122;30968749.945;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:48";="590780227";Dont séjours en hospitalisation complète;8353;25656803.57;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:48";="590780227";Dont séjours sans nuitée;4433;4764947.244;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:48";="590780227";Dont séjours séances;1336;546999.13106;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:46:14";="800000044";Séjours valorisés;78183;164958511.21;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:14";="800000044";Dont séjours en hospitalisation complète;26736;133955865.84;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:14";="800000044";Dont séjours sans nuitée;14728;16207777.11;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:14";="800000044";Dont séjours séances;36719;14762947.745;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/07 20:01:59";="590781902";SÃ©jours valorisÃ©s;17946;42569496.414;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:59";="590781902";Dont sÃ©jours en hospitalisation complÃ¨te;9769;36975634.74;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:59";="590781902";Dont sÃ©jours sans nuitÃ©e;6073;4712399.8929;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:59";="590781902";Dont sÃ©jours sÃ©ances;2104;881461.78133;2023.7;X590781902;07SEP23;20:00:41
