"champ";"statut";"annee";"periode";"date du resultat";"ipe";eff;lib;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/08 14:41:38";="800000036";0;Confirmation de codage enregistrée;2023.7;X800000036;08AUG23;14:40:54
"mco";"dgf";"2023";"7";"2023/08/08 14:41:38";="800000036";0;Confirmation de codage non enregistrée;2023.7;X800000036;08AUG23;14:40:54
"mco";"dgf";"2023";"7";"2023/08/11 08:31:28";="600100168";0;Confirmation de codage enregistrée;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:28";="600100168";0;Confirmation de codage non enregistrée;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/18 15:15:25";="020000022";0;Confirmation de codage enregistrée;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:25";="020000022";0;Confirmation de codage non enregistrée;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/22 19:10:17";="590782439";0;Confirmation de codage enregistrée;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:17";="590782439";0;Confirmation de codage non enregistrée;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/23 11:55:14";="590049565";0;Confirmation de codage enregistrée;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:55:14";="590049565";0;Confirmation de codage non enregistrée;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/24 14:39:05";="020000253";0;Confirmation de codage enregistrée;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:05";="020000253";0;Confirmation de codage non enregistrée;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/25 10:38:16";="620003376";0;Confirmation de codage enregistrée;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:16";="620003376";0;Confirmation de codage non enregistrée;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 12:06:32";="620101337";0;Confirmation de codage enregistrée;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:06:32";="620101337";21;Confirmation de codage non enregistrée;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 14:47:19";="800000077";0;Confirmation de codage enregistrée;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:47:19";="800000077";0;Confirmation de codage non enregistrée;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/28 12:10:26";="590782645";0;Confirmation de codage enregistrée;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:26";="590782645";0;Confirmation de codage non enregistrée;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:51:46";="600100572";0;Confirmation de codage enregistrée;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:46";="600100572";0;Confirmation de codage non enregistrée;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 15:44:56";="020004495";0;Confirmation de codage enregistrée;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:56";="020004495";0;Confirmation de codage non enregistrée;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/29 09:24:54";="020000055";0;Confirmation de codage enregistrée;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:54";="020000055";0;Confirmation de codage non enregistrée;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:29:23";="590782652";0;Confirmation de codage enregistrée;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:23";="590782652";0;Confirmation de codage non enregistrée;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:49:06";="590780052";0;Confirmation de codage enregistrée;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:06";="590780052";0;Confirmation de codage non enregistrée;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 10:20:05";="600100648";0;Confirmation de codage enregistrée;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:05";="600100648";0;Confirmation de codage non enregistrée;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 13:05:48";="620000026";0;Confirmation de codage enregistrée;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:48";="620000026";0;Confirmation de codage non enregistrée;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:23:35";="590065223";0;Confirmation de codage enregistrée;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:35";="590065223";0;Confirmation de codage non enregistrée;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 14:21:42";="620003350";0;Confirmation de codage enregistrée;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:42";="620003350";0;Confirmation de codage non enregistrée;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:23:39";="590000600";0;Confirmation de codage enregistrée;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:39";="590000600";0;Confirmation de codage non enregistrée;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:25:18";="620025346";0;Confirmation de codage enregistrée;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:18";="620025346";0;Confirmation de codage non enregistrée;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:40:50";="590001749";0;Confirmation de codage enregistrée;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:50";="590001749";0;Confirmation de codage non enregistrée;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:47:00";="590781670";0;Confirmation de codage enregistrée;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:47:00";="590781670";0;Confirmation de codage non enregistrée;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:51:22";="020000261";0;Confirmation de codage enregistrée;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:22";="020000261";0;Confirmation de codage non enregistrée;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 16:14:25";="620100651";0;Confirmation de codage enregistrée;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:25";="620100651";4;Confirmation de codage non enregistrée;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:40:44";="620027839";0;Confirmation de codage enregistrée;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:44";="620027839";0;Confirmation de codage non enregistrée;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/30 08:36:15";="590780284";0;Confirmation de codage enregistrée;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:15";="590780284";0;Confirmation de codage non enregistrée;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:43:16";="020000287";0;Confirmation de codage enregistrée;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:16";="020000287";0;Confirmation de codage non enregistrée;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 10:33:27";="590797353";0;Confirmation de codage enregistrée;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:27";="590797353";41;Confirmation de codage non enregistrée;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 11:30:14";="590782421";0;Confirmation de codage enregistrée;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:14";="590782421";0;Confirmation de codage non enregistrée;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 12:12:18";="800000051";0;Confirmation de codage enregistrée;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:12:18";="800000051";0;Confirmation de codage non enregistrée;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 13:42:33";="800000135";0;Confirmation de codage enregistrée;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:33";="800000135";0;Confirmation de codage non enregistrée;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 14:11:54";="590782165";0;Confirmation de codage enregistrée;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:54";="590782165";1;Confirmation de codage non enregistrée;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:39:56";="620101360";0;Confirmation de codage enregistrée;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:56";="620101360";0;Confirmation de codage non enregistrée;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:56:25";="590781662";0;Confirmation de codage enregistrée;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:25";="590781662";0;Confirmation de codage non enregistrée;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 15:05:15";="590781621";0;Confirmation de codage enregistrée;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:05:15";="590781621";0;Confirmation de codage non enregistrée;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:19:55";="590052056";0;Confirmation de codage enregistrée;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:55";="590052056";0;Confirmation de codage non enregistrée;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 16:35:18";="590781795";0;Confirmation de codage enregistrée;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:35:18";="590781795";0;Confirmation de codage non enregistrée;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:22";="620100677";0;Confirmation de codage enregistrée;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:22";="620100677";0;Confirmation de codage non enregistrée;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 10:38:15";="590781415";0;Confirmation de codage enregistrée;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:15";="590781415";7;Confirmation de codage non enregistrée;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:39:23";="620103440";0;Confirmation de codage enregistrée;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:23";="620103440";0;Confirmation de codage non enregistrée;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 11:13:56";="800000085";0;Confirmation de codage enregistrée;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:56";="800000085";0;Confirmation de codage non enregistrée;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:50:03";="590780193";2;Confirmation de codage enregistrée;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:03";="590780193";2;Confirmation de codage non enregistrée;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 12:26:00";="020004404";0;Confirmation de codage enregistrée;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:00";="020004404";0;Confirmation de codage non enregistrée;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 14:26:17";="590781605";0;Confirmation de codage enregistrée;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:17";="590781605";0;Confirmation de codage non enregistrée;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:29:34";="590781811";0;Confirmation de codage enregistrée;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:34";="590781811";0;Confirmation de codage non enregistrée;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:34:17";="800000093";0;Confirmation de codage enregistrée;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:34:17";="800000093";0;Confirmation de codage non enregistrée;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:53:33";="600100713";1;Confirmation de codage enregistrée;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:33";="600100713";0;Confirmation de codage non enregistrée;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:59:59";="020000048";0;Confirmation de codage enregistrée;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:59";="020000048";0;Confirmation de codage non enregistrée;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:43:59";="590782215";0;Confirmation de codage enregistrée;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:59";="590782215";6;Confirmation de codage non enregistrée;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 16:59:33";="620100685";0;Confirmation de codage enregistrée;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:33";="620100685";14;Confirmation de codage non enregistrée;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 18:54:13";="800000069";0;Confirmation de codage enregistrée;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:54:13";="800000069";0;Confirmation de codage non enregistrée;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/09/01 08:07:06";="020000071";0;Confirmation de codage enregistrée;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:07:06";="020000071";0;Confirmation de codage non enregistrée;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 09:19:20";="600100721";0;Confirmation de codage enregistrée;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:20";="600100721";0;Confirmation de codage non enregistrée;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 12:16:15";="620100057";0;Confirmation de codage enregistrée;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:15";="620100057";0;Confirmation de codage non enregistrée;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:22:55";="600101984";3;Confirmation de codage enregistrée;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:22:55";="600101984";0;Confirmation de codage non enregistrée;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 13:08:27";="800000028";0;Confirmation de codage enregistrée;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:27";="800000028";0;Confirmation de codage non enregistrée;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 14:03:21";="590783239";0;Confirmation de codage enregistrée;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:21";="590783239";1;Confirmation de codage non enregistrée;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 16:13:26";="590785374";0;Confirmation de codage enregistrée;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:13:26";="590785374";0;Confirmation de codage non enregistrée;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:56:26";="020000063";0;Confirmation de codage enregistrée;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:26";="020000063";1;Confirmation de codage non enregistrée;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 18:27:43";="590000188";0;Confirmation de codage enregistrée;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:43";="590000188";0;Confirmation de codage non enregistrée;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/04 15:54:54";="620103432";1;Confirmation de codage enregistrée;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:54";="620103432";0;Confirmation de codage non enregistrée;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/05 09:24:19";="590782637";0;Confirmation de codage enregistrée;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:19";="590782637";0;Confirmation de codage non enregistrée;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 12:10:15";="590781803";0;Confirmation de codage enregistrée;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:15";="590781803";0;Confirmation de codage non enregistrée;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 17:41:29";="590780227";0;Confirmation de codage enregistrée;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:29";="590780227";0;Confirmation de codage non enregistrée;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:45:42";="800000044";0;Confirmation de codage enregistrée;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:42";="800000044";0;Confirmation de codage non enregistrée;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/07 20:01:41";="590781902";0;Confirmation de codage enregistrée;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:41";="590781902";0;Confirmation de codage non enregistrée;2023.7;X590781902;07SEP23;20:00:41
